"","recid","earnings","D","male","hsorged","black","hispanic","married","wkless13","afdc","age2225","age2629","age3035","age3644","age4554","class_tr","ojt_jsa","f2sms","age","bfeduca","bfyrearn","bfwage","bfhrswrk"
"10267",318863,24146,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"30",11,8000,335,40
"10268",318864,20098,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,"27",12,150,335,48
"10270",318867,1140,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"26",11,250,500,10
"10272",318870,3252,1,0,1,1,0,0.2111608,0,0,0,1,0,0,0,0,1,0,"26",13,5994,350,17
"10273",318876,15816,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,"39",11,2000,700,40
"10274",318877,82,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"43",8,0,335,20
"10275",318879,28283,0,1,1,1,0,1,0.4073359,0,0,0,1,0,0,0,1,0,"33",12,4400,450,18
"10276",318881,13305,0,1,1,1,0,0.3352851,0,0,0,0,1,0,0,0,0,0,"31",14,12000,745,44
"10277",318883,9942,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",11,10500,201,35
"10279",318886,50241,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"44",12,10,400,35
"10280",318887,12315,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,"25",12,8600,375,24
"10281",318889,9480,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,"28",8,250,625,40
"10282",318891,25755,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,"37",13,3300,360,40
"10285",318896,9798,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",13,3500,410,24
"10286",318897,16463,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,2714,400,24
"10287",318901,11327,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,"24",12,2556,335,30
"10290",318905,8556,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,"33",12,4000,740,20
"10291",318906,62175,1,1,1,0,0,0,0.4073359,0,1,0,0,0,0,0,0,0,"23",12,98,800,38
"10292",318907,6336,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"36",12,10114,750,40
"10293",318909,519,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"22",11,2040,510,40
"10295",318913,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"23",10,0,0,0
"10296",318916,6282,1,1,0,0,1,0.3352851,1,0,0,0,0,1,0,0,1,0,"38",11,0,450,40
"10297",318917,6164,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"40",12,6000,600,25
"10299",318919,4016,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"44",8,0,0,0
"10300",318923,3450,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,"65",8,0,0,0
"10301",318926,53980,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"30",12,11655,800,40
"10303",318929,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,"26",12,0,0,0
"10304",318931,3481,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,3050,450,40
"10305",318932,1811,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",11,4868,650,40
"10307",318936,25200,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"34",12,9000,525,40
"10308",318938,30989,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"37",16,9000,650,40
"10309",318939,0,0,0,0.716404,0,0,1,0,0,1,0,0,0,0,1,0,1,"22",12,5610,550,30
"10310",318942,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,"36",12,0,410,46
"10311",318943,29186,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,"46",12,9465,335,40
"10312",318944,13366,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"24",12,2500,400,20
"10313",318947,12945,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"35",12,1055,475,40
"10314",318948,0,1,0,0.716404,0,0,0,1,0,0,1,0,0,0,0,0,0,"29",12,0,661,38
"10315",318950,5523,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"29",10,0,335,40
"10316",318953,25451,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,"41",12,77,400,30
"10318",318958,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,"23",13,0,0,0
"10319",318961,4544,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,"35",7,0,335,40
"10320",318962,66,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,"48",12,0,0,0
"10321",318964,597,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,"34",16,5892,342,40
"10322",318965,170,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,"46",8,140,390,40
"10323",318967,20787,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,"63",12,12262,2250,50
"10324",318969,33771,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,"22",12,4860,465,33
"10325",318972,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,"49",10,700,425,45
"10327",318974,23433,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"24",11,1020,511,40
"10328",318975,27630,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"40",12,5800,550,35
"10332",318980,24897,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"35",10,0,435,43
"10334",318982,57404,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"36",12,22389,1000,45
"10335",318984,40056,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"35",12,18800,900,32
"10336",318986,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"35",12,2400,201,32
"10337",318988,30864,0,1,0.6876773,1,0,0,0,0,1,0,0,0,0,0,1,0,"22",12,10500,556,40
"10338",318989,1944,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,"26",10,0,425,35
"10339",318990,22376,1,1,0,0,1,0.3352851,0,0,1,0,0,0,0,0,0,1,"23",10,5000,450,30
"10340",318993,30756,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,"40",8,0,0,0
"10342",318997,47694,1,0,0.716404,0,0,0,0,0,0,0,0,1,0,1,0,0,"38",12,4900,625,35
"10343",318998,12612,0,0,0.716404,0,0,1,1,0,0,0,0,1,0,1,0,0,"36",9,0,635,40
"10345",319003,16857,0,1,0.6876773,0,0,0,0,0,0,0,0,1,0,0,1,1,"44",12,3000,450,8
"10346",319004,39491,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"23",12,0,0,0
"10347",319005,5607,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,"35",12,1200,345,18
"10348",319009,43571,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,"22",11,2000,475,8
"10349",319011,7502,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,"37",15,500,350,36
"10350",319012,1949,1,1,0.6876773,1,0,0,1,0,0,1,0,0,0,0,1,0,"28",10,17,435,4
"10351",319015,44410,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,"25",12,7168,560,40
"10352",319016,28667,1,0,1,0,0,0.2111608,0,0,1,0,0,0,0,1,0,0,"22",11,6700,400,37
"10353",319018,20925,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,"22",12,11000,500,40
"10354",319021,8196,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,"45",12,2500,370,21
"10355",319022,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,"42",11,0,1000,40
"10356",319028,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"34",7,0,0,0
"10358",319031,13680,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"22",16,180,335,30
"10359",319033,203,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,"27",9,0,465,40
"10360",319034,3855,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"44",14,0,400,40
"10361",319038,37487,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"31",12,4000,500,36
"10362",319039,5244,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"32",14,0,0,0
"10363",319040,3699,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"22",12,5240,1310,40
"10364",319042,5883,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"24",12,640,400,40
"10365",319043,14866,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,"25",14,0,360,35
"10366",319046,24195,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",13,2512,350,18
"10367",319049,984,0,1,1,0,1,0.3352851,1,0,0,1,0,0,0,1,0,0,"28",10,0,0,0
"10368",319050,14140,1,1,1,1,0,0,0.4073359,0,0,0,1,0,0,1,0,1,"31",12,1200,476,10
"10369",319051,17980,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,"39",16,224,350,8
"10371",319058,2423,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,"36",9,0,335,30
"10372",319063,19500,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,"40",17,0,450,30
"10373",319064,25250,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,"28",13,2000,375,40
"10374",319066,34828,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,1,"28",10,5400,450,40
"10375",319067,11007,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"37",12,5900,485,25
"10376",319068,41987,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"40",10,48,300,8
"10378",319072,367,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"33",11,0,0,0
"10380",319077,5068,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"33",10,2310,525,40
"10382",319081,2874,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"30",13,5000,400,20
"10383",319083,5067,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"50",8,468,335,35
"10384",319084,26004,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,"39",10,2282,345,30
"10385",319088,8567,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"26",11,2300,345,63
"10386",319090,7296,1,0,1,0,0,1,0.5332298,0,0,0,0,1,0,0,0,0,"39",12,3000,400,25
"10387",319091,4501,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,"37",11,5212,400,40
"10388",319092,28730,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"66",12,6000,450,40
"10389",319095,1379,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",12,2652,390,20
"10390",319096,24228,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",12,2900,625,12
"10391",319098,35677,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"45",12,0,1275,60
"10392",319101,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,"25",12,0,0,0
"10393",319102,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,"29",10,0,0,0
"10394",319103,20577,1,1,0.6876773,0,0,1,0,0,0,0,0,0,1,0,0,1,"48",16,5280,550,40
"10396",319109,0,0,0,0.716404,0,0,1,1,0,0,0,0,0,0,0,1,0,"74",12,0,350,20
"10397",319111,723,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,"34",12,500,335,40
"10398",319113,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,"31",10,402,335,40
"10399",319115,11442,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"22",12,2500,405,35
"10400",319116,31047,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"30",15,4266,400,40
"10401",319117,9477,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"22",13,2912,400,14
"10403",319120,53005,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"23",12,12000,560,50
"10404",319123,10042,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,"37",8,1600,335,8
"10406",319125,11496,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,"30",9,0,0,0
"10407",319126,7644,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,"25",11,299,360,36
"10408",319127,31737,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"37",13,6000,525,40
"10409",319128,21994,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,"26",16,1600,500,35
"10410",319129,816,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,"41",13,275,500,45
"10411",319132,34784,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,"24",11,0,380,40
"10412",319134,11235,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"32",12,4000,550,40
"10413",319135,9188,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"24",12,98,500,30
"10414",319136,4618,1,0,0.716404,0,1,0,0,0,1,0,0,0,0,0,0,0,"25",12,1300,500,32
"10415",319137,23421,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"24",12,500,460,16
"10417",319145,31924,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,"28",13,4790,206,25
"10418",319149,6453,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"31",11,1080,675,40
"10420",319151,56291,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,"23",16,1739,500,37
"10421",319159,2701,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,"61",11,3000,1007,40
"10422",319160,61769,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,"27",12,9000,503,36
"10424",319164,14110,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,"38",11,0,550,40
"10427",319170,20016,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"37",12,9000,822,40
"10430",319173,16079,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,"57",12,0,335,0
"10431",319174,17964,0,1,0.6876773,0,0,0,0,0,0,0,1,0,0,0,1,0,"30",10,6000,450,40
"10432",319177,57,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,"43",13,3287,485,35
"10433",319178,34086,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"39",10,11500,605,40
"10436",319183,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"51",10,1500,500,30
"10437",319187,10019,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"28",12,7000,475,76
"10438",319189,26898,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"33",11,2500,350,40
"10439",319191,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,"67",8,0,0,0
"10441",319193,23063,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,"36",12,0,0,0
"10444",319198,26094,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,"30",12,8161,654,24
"10445",319200,5564,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,"65",13,2700,375,8
"10446",319201,0,0,0,0,0,1,0.2111608,1,1,0,0,0,0,1,1,0,0,"45",8,0,0,0
"10448",319204,959,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,"22",11,0,0,0
"10449",319209,17357,0,1,0,0,1,0.3352851,0,0,0,1,0,0,0,0,0,1,"26",9,8462,575,40
"10450",319210,2814,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,"28",11,0,576,38
"10451",319211,51,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,"31",11,1200,335,15
"10452",319212,34644,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,"37",12,1500,475,40
"10453",319214,41105,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"34",12,11000,475,44
"10456",319217,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,"37",10,0,0,0
"10458",319224,4099,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,"27",12,10000,500,35
"10460",319226,44385,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"31",11,1400,450,35
"10464",319231,43925,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,"23",12,2500,700,55
"10465",319233,31218,1,0,0.716404,0,0,0,0,0,1,0,0,0,0,0,0,0,"24",12,2500,425,20
"10466",319234,14963,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"27",10,6840,335,35
"10467",319236,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,"30",17,1000,410,25
"10470",319244,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"28",9,465,335,40
"10472",319248,10847,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"33",11,4368,452,40
"10474",319250,60326,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"32",10,7000,455,40
"10475",319256,9441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,"45",12,3500,634,40
"10477",319259,11172,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"61",8,5620,430,13
"10478",319262,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",14,4800,400,25
"10479",319263,1722,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"30",8,0,0,0
"10480",319264,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,"29",9,1688,600,40
"10483",319270,48,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,"32",16,1700,335,30
"10484",319274,68383,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,"25",10,3000,375,35
"10486",319276,8156,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"31",9,0,350,40
"10489",319287,417,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,"36",16,0,350,30
"10490",319290,27678,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,"38",14,40,335,20
"10491",319291,18593,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,"39",14,4522,618,40
"10492",319292,8756,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,"46",8,7000,784,40
"10493",319293,3276,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"26",14,0,0,0
"10496",319303,8671,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,"33",11,1154,335,42
"10497",319305,20917,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,"30",14,300,335,15
"10498",319307,234,1,1,0.6876773,1,0,0,0,0,0,0,0,1,0,1,0,0,"36",14,3000,335,30
"10500",319309,6072,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,"52",9,0,0,0
"10501",319310,2766,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,"26",12,0,0,0
"10502",319312,62713,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"25",12,2000,500,40
"10505",319315,2396,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,"39",12,0,0,0
"10506",319316,28290,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,"34",8,1900,500,40
"10507",319323,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,"35",11,134,335,40
"10508",319325,487,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,"30",11,1000,500,30
"10509",319326,36702,1,0,0.716404,1,0,0.2111608,0,1,0,0,0,1,0,1,0,0,"37",12,7000,500,38
"10510",319328,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,"40",11,6000,335,20
"10512",319330,73548,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,"32",12,10184,545,40
"10514",319334,9062,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"28",10,5000,450,40
"10515",319335,1937,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,"22",12,3000,500,40
"10517",319337,334,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,"22",12,933,486,16
"10519",319339,41106,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"40",12,13000,685,37
"10520",319343,6799,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,"36",15,5000,400,32
"10521",319344,39505,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,"35",11,1400,350,40
"10523",319347,12942,1,0,1,0,0,0.2111608,0.5332298,0,0,0,1,0,0,1,0,0,"33",12,0,550,40
"10524",319354,6406,0,0,1,0,1,0.2111608,1,0,0,0,1,0,0,0,0,0,"32",9,1500,500,25
"10525",319355,25377,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,"42",14,6000,450,40
"10526",319357,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,"24",11,0,0,0
"10527",319358,6984,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,"42",13,3497,630,40
"10528",319360,26268,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,"23",8,824,515,40
"10529",319363,57157,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,"26",12,6500,350,36
"10531",319367,22434,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,"25",14,4019,375,40
"10532",319370,36909,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"44",12,5000,450,25
"10533",319371,2198,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"24",10,2193,360,30
"10535",319373,11391,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,"24",12,2112,350,30
"10538",319377,6399,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,"24",12,10000,628,40
"10540",319380,7038,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,"37",14,2700,700,40
"10542",319388,6978,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,"33",12,0,0,0
"10543",319389,13781,0,1,1,1,0,0,0.4073359,0,1,0,0,0,0,0,0,0,"25",12,300,335,6
"10544",319390,10143,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,"33",12,0,500,40
"10545",319392,376,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,"27",10,720,400,20
"10546",319395,8474,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,"42",11,600,471,40
"10548",319398,20565,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,"35",15,5600,400,20
"10550",319400,4146,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,"33",12,0,0,0
"10551",319401,46521,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,"24",12,20000,370,60
"10553",319406,25689,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"33",11,0,235,20
"10554",319407,738,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,"30",9,720,450,40
"10556",319413,297,1,1,0.6876773,1,0,0,0,0,0,1,0,0,0,1,0,0,"27",15,4000,500,30
"10563",319425,19887,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,"23",12,0,0,0
"10564",319427,4307,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,"23",12,400,400,40
"10565",319429,36273,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,"44",14,12500,515,43
"10566",319431,2187,1,1,0,0,0,0.3352851,0,0,0,1,0,0,0,0,1,0,"28",12,9000,601,48
"10567",319435,13853,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,"35",12,3805,250,35
"10569",319437,2433,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,"27",10,4500,355,25
"10571",319440,312,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"33",9,2064,500,25
"10572",319441,1704,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"23",12,0,500,52
"10573",319442,6324,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"25",10,960,400,14
"10574",319444,25941,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,"32",12,5850,206,35
"10575",319446,22062,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,"30",12,5947,400,25
"10576",319448,19859,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,"25",12,2937,370,15
"10577",319452,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,"25",12,2218,600,50
"10578",319453,1109,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,"25",12,0,405,40
"10579",319455,5081,1,1,1,0,0,0,0.4073359,0,0,0,0,1,0,0,1,1,"42",11,3360,400,40
"10582",319460,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,"39",8,0,0,0
"10583",319462,43488,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"22",15,5000,475,22
"10584",319463,1042,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,"30",12,7500,784,40
"10585",319466,7698,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"61",12,8904,335,30
"10586",319467,0,1,1,1,0,1,0.3352851,1,0,0,0,0,1,0,0,0,0,"36",17,0,765,40
"10587",319470,108,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"23",8,0,450,40
"10588",319471,16641,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,"24",9,100,335,30
"10589",319473,48792,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,"22",11,0,0,0
"10591",319481,15396,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,"25",12,11000,395,40
"10592",319482,6512,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,"37",12,4000,450,40
"10594",319488,8306,1,0,0,0,0,0.2111608,0,0,1,0,0,0,0,0,1,0,"25",9,7200,610,40
"10595",319489,39759,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,"49",12,303,500,24
"10596",319490,22278,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,"22",10,100,425,10
"10597",319491,4526,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,"26",11,2000,400,40
"10598",319492,12212,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,"22",12,104,750,20
"10600",319497,1215,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,"31",12,3000,350,35
"10601",319498,44227,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,"27",12,2000,500,20
"10602",319500,35005,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"33",11,10000,425,40
"10603",319502,25577,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,"25",12,2200,400,15
"10604",319503,30213,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,"28",14,11869,550,40
"10605",319504,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,"29",13,0,535,40
"10607",319507,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,"24",9,1500,605,9
"10608",319508,24030,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,"26",11,2737,500,40
"10609",319510,11653,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,"26",12,6000,415,30
"10612",319513,46283,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,"23",11,12000,617,40
"10613",319515,14386,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,"67",12,0,0,0
"10614",319517,3492,0,0,1,1,0,0.2111608,1,0,0,0,1,0,0,0,1,0,"30",14,4000,810,60
"10615",319518,17792,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,"29",13,3000,575,32
"10616",319519,19556,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,"41",12,10050,500,40
